Date,CYPH.US,DVLT.US,FAT.US,GNPX.US,HBIO.US,PHIO.US,QCLS.US,RANI.US,RLMD.US,RVYL.US,SBLX.US,SEGG.US,SGBX.US,SLNH.US,SLRX.US,SONN.US,TEAD.US,THAR.US,TRUG.US,TYGO.US,UGRO.US,VEEE.US,VIVK.US,VSTD.US,WKHS.US,WORX.US,ZYXI.US,DZZ.US,MSOX.US,SOC.US,SPRU.US,TE.US
2023-09-12,1.73,98.7,3.46188,1099.8,4.21,18.9,2103.6,3.08,3.385,5.14,60.16,36.3,1792.0,5.0,96.012,31.52,5.27,79.9875,580.0,8.21,1.27,15.4,1.13153,1.275,158.775,2.7765,8.1,2.6385,130.6,10.43,6.24,6.14
2023-09-13,1.69,98.25,3.43574,1040.0,4.18,16.92,2040.0,3.05,3.33,5.34,59.52,37.6,1689.6,4.55,93.756,30.0,4.995,77.775,581.505,7.9,1.41,15.3,1.09284,1.15,157.5,2.847,8.09,2.665,128.6,10.41,6.08,5.83
2023-09-14,1.65,109.47,3.51419,1030.2,4.33,15.705,2100.0,2.92,3.31,4.84,62.464,36.45,1664.0,4.875,92.736,29.12,5.01,79.8375,580.5,7.93,1.42,15.7,1.09284,1.04975,156.375,2.82,8.6,2.69,139.6,10.34,6.3,5.79
2023-09-18,1.55,103.8,3.72336,891.2,4.34,13.59,1691.4,2.71,2.96,4.77,46.88,36.7,1779.2,5.2,96.048,28.224,5.01,86.4228,580.5,7.85,1.34,15.05,1.05416,1.07388,141.725,3.9225,8.04,2.61,135.8,10.38,5.8344,5.52
2023-09-19,1.44,100.5,3.68675,905.0,4.24,12.96,1572.3,2.95,2.79,4.24,46.72,36.301,1907.2,5.225,97.32,28.64,5.12,85.9875,592.0,7.72,1.33,15.1,1.02031,1.074,137.5,3.375,8.23,2.5948,118.8,10.47,6.064,5.48
2023-09-20,1.4,100.5,3.82271,896.0,4.1,13.41,1410.0,2.77,2.96,4.1,48.48,36.6,2022.4,5.15,95.16,26.72,4.92,89.0625,586.0,7.79,1.32,15.0,1.05416,0.97375,128.75,3.486,8.03,2.6,122.0,10.4,5.84,5.27
2023-09-22,1.35,89.25,3.72336,775.2,4.09,12.51,1680.0,2.78,2.79,3.26,41.9952,33.5,1804.8,4.825,86.52,24.56,5.01,86.4375,582.5,7.15,1.29,15.2,1.01644,1.0125,107.925,3.105,8.43,2.63,116.8,10.41,5.76,5.11
2023-09-25,1.31,89.28,3.67106,772.2,4.09,12.33,1500.0,2.76,3.1,3.26,41.44,33.2,1408.0,5.025,86.4,24.16,5.1,82.5375,577.5,6.61,1.3,15.0,1.03482,0.975,113.325,2.94,8.41,2.66,113.4,10.4152,5.52,5.13
2023-09-28,1.4,91.5,3.43051,760.2,4.23,13.23,1638.0,2.65,2.94,3.19,36.48,33.901,768.0,5.31,84.0892,22.64,4.96,72.75,578.0,6.32,1.34,14.4,1.01547,0.905,103.5,3.0195,8.25,2.79,116.4,10.49,4.96,5.01
2023-09-29,1.38,88.5,3.43129,789.8,4.3,13.59,1776.0,2.175,3.0,3.015,37.4288,30.2,768.0,5.24,78.9478,22.92,4.87,75.0,585.0,7.01,1.36,13.6,0.98646,1.011,103.6,3.009,8.0,2.905,113.6,10.4598,5.44,4.89
2023-10-02,1.3,81.315,3.42528,748.2,4.26,13.68,1755.0,2.06,3.05,2.905,35.84,30.2,691.2,5.375,83.88,22.8,4.71,74.25,585.0,7.02,1.35,13.9,1.01547,1.0995,98.1,3.045,8.07,2.93,116.0,10.46,5.352,4.71
2023-10-04,1.49,73.515,3.42004,740.0,4.3,13.32,1679.4,1.97,2.99,2.94,30.4,29.1,551.68,5.025,76.8,20.4,4.82,70.5,581.005,6.85,1.22,13.5,0.976789,1.1125,101.25,3.147,8.22,2.92,89.6,10.5,4.82,4.71
2023-10-05,1.48,72.015,3.43051,740.0,4.29,13.14,1446.6,1.99,3.0,3.12,29.28,29.1,576.0,5.0,75.636,20.08,4.84,70.425,581.5,7.24,1.2,13.7,0.962089,1.0825,97.95,3.06,8.22,2.935,86.6,10.5,4.64,4.44
2023-10-06,1.42,70.5,3.38344,704.0,4.37,12.78,1320.0,1.99,3.04,3.24,31.04,30.1,601.6,5.1925,80.172,20.08,5.0,71.325,582.0,7.45,1.2,13.8,0.802708,1.1,102.05,3.231,8.12,2.9098,90.2,10.5,4.456,4.58
2023-10-10,1.6,64.815,3.41221,700.0,4.48,12.51,1326.0,2.08,3.39,3.44,35.1984,31.0,753.92,6.6,84.36,20.32,4.99,68.325,581.0,4.76,1.24,13.7,0.912476,1.1575,111.05,2.997,8.33,2.84,92.8,10.45,4.72,4.45
2023-10-11,1.58,60.0,3.40436,700.2,4.29,23.4,1335.9,1.96,3.53,3.36,35.36,30.9,718.08,6.9125,81.888,19.2,4.83,71.2875,580.0,4.08,1.23,13.5,0.831721,1.075,119.5,2.36,8.05,2.77,85.2,10.49,4.67,4.34
2023-10-13,1.52,62.205,3.60308,650.0,4.14,13.41,1267.2,1.98,3.1,3.23,33.52,29.1,653.056,3.76,82.8,18.56,4.68,68.325,579.5,4.01,1.17,13.0,0.74942,1.15,109.55,2.08,7.97,2.615,87.0,10.575,4.69,3.91
2023-10-16,1.51,37.2,3.55078,656.4,4.2,12.33,1350.0,2.2,3.13,3.15,32.8,26.1,628.48,3.27,83.46,19.04,4.79,65.625,580.0,3.55,1.17,13.2,0.725435,1.105,112.475,2.21,8.12,2.655,87.0,10.54,4.71,3.83
2023-10-17,1.55,34.35,3.51419,660.0,4.24,12.51,1401.0,2.06,3.53,3.14,33.6,23.6,614.784,3.24,88.2,19.92,4.76,71.25,580.005,3.73,1.17,13.4,0.795938,1.065,120.625,2.53,8.37,2.66,96.6,10.53,4.72,4.25
2023-10-18,1.54,32.85,3.50372,646.0,4.22,12.78,1264.2,2.01,3.48,3.01,30.72,21.7,588.8,2.85,91.8,19.76,4.67,76.125,580.0,3.75,1.24,13.8,0.773694,1.0405,114.75,2.33,8.36,2.545,80.2,10.59,4.73,3.9
2023-10-19,1.41,30.675,3.4462,618.0,4.25,12.33,1230.6,2.02,3.1,3.01,30.08,21.2,572.416,2.65,92.52,19.36,4.68,74.9625,580.0,3.42,1.2062,13.6,0.773694,1.005,104.225,2.24,7.66,2.48,81.8,10.556,4.87,3.74
2023-10-20,1.51,28.005,3.38344,599.8,4.28,12.51,1221.3,1.99,3.03,2.98,28.8,20.8,540.416,2.6906,88.092,18.96,4.62,67.875,582.2,3.0,1.18,13.3,0.725338,1.07475,101.0,2.23,7.34,2.4758,77.4,10.52,4.63,3.52
2023-11-09,1.49,26.85,3.30499,442.0,4.1,9.18,975.0,1.92,2.99,1.95,25.6528,17.2,537.6,2.6,91.14,9.84,3.55,69.0,582.5,2.2,1.3,13.3,0.725338,0.8975,94.5,1.8399,8.95,2.54,61.4,10.51,3.91,2.07
2023-11-14,1.56,22.71,3.24539,470.0,4.36,9.27,1014.0,1.975,2.95,1.88,26.08,15.7,524.8,2.4303,88.7565,9.76,3.7,67.65,579.0,2.4,1.1901,13.0,0.725338,0.8665,99.875,1.8794,9.25,2.5285,72.0,10.6,3.97,1.64
2023-11-22,2.86,18.885,3.10244,516.6,4.35,8.3655,873.0,2.01,2.85,3.78,32.32,17.6,972.8,3.7845,76.4998,11.04,3.79,45.3,577.5,3.0,1.15,13.2,1.01228,1.175,93.25,1.7,9.08,2.47,77.2,10.5,3.42,1.59
2023-12-04,2.64,27.75,3.15009,481.8,4.55,10.035,855.0,2.53,2.51,3.44,30.88,18.201,698.368,3.65,82.236,12.96,3.95,10.9665,577.5,1.96,1.165,12.7,0.966054,1.255,102.5,2.295,8.33,2.3989,84.6,10.6,3.83,2.02
2023-12-08,2.72,19.695,3.17656,462.0,5.22,8.3916,780.0,3.14,2.56,2.96,35.2,18.7,604.16,3.69,75.6,12.48,4.07,9.657,575.005,1.85,1.13,14.2,0.889749,1.195,103.0,2.02,8.66,2.49,89.4,10.8,4.24,2.04
2023-12-11,2.66,18.405,3.12177,424.6,5.09,7.92,792.0,3.67,2.51,3.01,35.68,16.9,588.787,3.98,78.0,11.5896,4.06,8.97076,577.5,1.83,1.09,14.2,0.860734,1.0125,97.65,2.0296,8.86,2.51,80.2,10.83,4.12,1.87
2023-12-12,2.96,17.715,2.96479,386.6,4.94,7.56091,798.0,3.43,2.45,2.83,33.12,16.1,613.12,3.65,74.64,11.76,4.12,7.8,575.5,1.79,1.06,13.6,0.82205,0.9,92.5,1.9852,9.17,2.54,56.2,10.9,4.3,1.7
2023-12-13,3.15,17.955,3.09185,433.4,5.0,7.02,787.5,2.99,2.5,2.9,33.28,16.0,614.4,3.5,74.388,12.16,4.29,7.074,575.5,1.77,1.11,14.2,0.860735,0.9675,97.175,1.7393,9.5,2.438,65.2,10.93,4.41,1.86
2023-12-14,2.95,20.6698,3.1395,446.0,4.92,6.66,756.6,2.95,2.5,3.02,33.44,15.486,678.4,3.43,77.4,12.48,4.31,7.29,577.5,1.97,1.2,16.4,0.957447,1.1425,95.0,1.7713,10.14,2.4019,64.8,10.91,4.55,2.06
2023-12-15,3.03,19.65,3.27186,422.0,4.9,6.84,690.0,2.84,2.48,3.07,31.84,14.0,656.64,3.28,77.4,11.28,4.34,8.097,575.5,2.0,1.17,15.5,0.918762,1.275,90.0,1.7,10.12,2.43,68.2,11.0606,4.73,1.88
2023-12-18,3.015,18.75,3.38833,451.0,4.9,6.9075,696.0,2.85,2.51,3.68,31.36,14.0,703.872,3.12,73.524,11.56,4.11,7.6995,576.0,2.0,1.18,15.4,0.947776,1.28,90.0,1.68,10.32,2.4227,62.0,11.19,4.48,1.82
2023-12-21,3.16,17.91,3.31421,418.0,5.28,6.9183,684.0,3.14,2.95,4.98,30.72,36.7,565.632,3.43,70.356,14.88,4.37,7.95,582.5,1.99,1.19,14.4,0.947776,1.22,93.75,1.75,10.55,2.58,55.8,11.45,4.44,1.91
2023-12-26,3.97,18.06,3.35652,423.0,5.39,6.804,713.1,3.3,3.28,4.75,29.76,28.5,586.88,3.43,70.128,12.08,4.56,7.5645,577.505,1.99,1.3,15.0,0.967118,1.285,94.5,2.31,10.71,2.445,77.4,11.88,4.35,2.06
2023-12-28,4.78,18.0,3.20038,460.0,5.41,6.876,743.1,3.35,3.79,4.38,30.08,28.6,620.672,4.25,78.6,14.0824,4.42,7.5,578.0,2.15,1.43,13.7,0.996132,1.49,92.5,2.01,10.89,2.5,73.0,11.42,4.45,2.0
2023-12-29,4.145,17.535,3.20833,460.0,5.35,6.84,776.1,3.32,4.14,4.16,28.16,27.1,602.624,4.0,78.0,13.92,4.38,7.635,582.5,2.09,1.4,14.2,1.01151,1.3575,90.0,1.84,10.89,2.54,72.4,11.39,4.42,1.87
2024-01-02,4.67,17.775,3.27715,468.0,5.39,6.9273,750.0,3.37,4.37,4.44,27.52,30.2,602.752,4.26,76.812,14.08,4.12,7.5735,583.0,1.97,1.41,13.635,0.976789,1.7023,90.225,1.83,10.89,2.54,68.4,11.84,4.69,1.9
2024-01-03,4.48,17.31,3.21044,437.6,4.97,6.552,690.0,3.17,4.53,4.32,31.04,28.9,600.32,3.95,76.656,13.68,4.15,8.025,584.0,1.98,1.52,13.65,0.98646,1.455,88.35,1.74,10.61,2.55,75.0,11.89,4.64,1.87
2024-01-04,4.08,17.55,3.31421,460.0,4.97,6.858,629.7,3.14,3.095,4.4,29.28,29.1,591.36,4.05,73.212,12.92,4.11,7.5015,585.51,1.8,1.76,13.9,1.0058,1.4075,89.725,1.8139,10.8,2.495,81.0,11.905,4.56,1.9
2024-01-05,4.11,17.235,3.30892,474.0,4.86,6.84,630.0,2.98,3.32,4.39,29.92,31.3,565.632,3.82,76.92,12.2392,4.25,7.32,585.6,1.76,1.69,13.9,0.986654,1.3425,87.8,1.8439,10.79,2.56,92.0,11.88,4.31,1.72
2024-01-08,3.97,17.265,3.35128,560.6,4.98,6.705,616.8,3.0,3.44,4.21,29.28,32.5,588.8,4.24,79.656,11.84,4.14,7.41291,587.505,1.67,1.63,13.601,0.996132,1.32,89.8,1.84,11.1,2.62,90.0,11.26,4.34,1.81
2024-01-09,3.645,16.875,3.36054,465.6,4.87,6.831,624.0,3.14,3.42,4.33,27.52,28.7,576.0,4.08,79.968,11.72,4.1,7.473,585.505,1.5,1.6,14.2,1.0058,1.325,84.8,1.77,10.81,2.4897,84.2,11.59,4.1,1.75
2024-01-11,3.26,16.155,3.29833,433.0,4.66,6.2991,628.2,3.31,3.31,4.0,26.08,25.5,606.72,3.95,79.08,11.12,4.13,7.11,584.0,1.49,1.5,13.6,0.996132,1.31,80.15,1.7187,10.57,2.544,79.6,11.52,4.02,1.58
2024-01-12,3.51,16.8,3.33539,435.6,4.9,6.2028,591.0,3.4,3.14,4.22,25.44,25.8,582.4,3.48,73.2,10.72,4.07,6.639,582.5,1.52,1.47,13.8,0.995164,1.2725,79.875,1.685,10.11,2.52,96.0,11.46,4.06,1.55
2024-01-16,3.47,16.5,3.36186,432.0,4.58,5.91839,609.0,3.49,3.27,4.19,27.84,25.8,627.2,3.41,71.52,10.7976,3.94,6.315,451.0,1.54,1.54,13.4,1.00571,1.32498,78.325,1.44,9.93,2.5,108.0,11.5,4.07,1.43
2024-01-17,3.31,16.35,3.30362,426.8,4.39,5.679,568.8,3.39,3.3,3.65,26.24,25.8,574.72,3.27,73.8,10.8,3.89,6.24,450.0,1.45,1.4899,13.4,0.909091,1.2625,79.5,1.37,9.86,2.525,100.6,11.86,3.97,1.43
2024-01-18,3.2,16.515,3.38833,413.2,4.3,5.94,561.0,3.48,3.41,3.57,25.28,24.6,499.2,3.24,71.988,10.68,3.97,5.835,410.0,1.54,1.52,13.4,0.957447,1.24625,74.525,1.41,10.34,2.5,90.0,11.97,3.81,1.38
2024-01-19,3.19,15.99,3.48892,418.0,4.3,6.075,555.0,3.45,3.44,4.175,25.76,23.6,499.2,3.2,71.7,10.64,3.99,5.88,400.0,1.46,1.52,12.4,0.957447,1.17003,70.5,1.37,10.22,2.525,99.6,11.98,3.87,1.32
2024-01-22,3.04,14.73,3.70599,430.4,4.51,6.0291,558.6,3.44,3.61,4.25,25.28,23.3,540.672,3.3,65.4,10.56,3.99,5.871,446.0,1.46,1.52,12.3,0.928722,1.175,77.5,1.38,10.59,2.6103,104.8,12.12,3.87,1.37
2024-01-24,2.66,14.04,3.79599,466.0,4.49,6.0237,510.0,3.79,3.51,3.91,25.44,24.5,533.632,3.08,68.28,11.104,3.83,6.6,468.0,1.4,1.59,14.1,0.913926,1.16,71.125,1.45,10.82,2.565,113.6,12.1,3.93,1.31
2024-01-26,2.44,14.85,3.92305,466.0,4.56,4.9509,470.1,3.58,3.63,4.11,26.72,22.0,512.512,3.18,66.0,11.68,4.0,7.005,384.55,1.43,1.6312,15.3,0.98646,1.155,70.775,1.4,11.39,2.7,116.4,12.155,3.81,1.32
2024-01-29,2.68,15.21,4.33601,542.0,4.64,5.2425,492.0,3.59,3.72,4.4,27.52,22.0,483.84,2.94,65.34,12.0,4.08,7.2,402.0,1.5,1.7,14.35,0.967118,1.1975,73.6,1.38,11.41,2.555,120.8,12.045,3.94,1.44
2024-01-30,2.9,15.15,4.32807,536.2,4.57,5.2812,492.0,3.45,3.98,4.35,28.8,22.076,483.584,3.02,65.82,11.84,4.04,7.035,419.5,1.51,1.72,13.1,0.98646,1.135,70.825,1.35,11.76,2.69,125.0,12.21,3.86,1.37
2024-01-31,3.0,14.52,4.11894,380.0,4.4,5.346,450.0,3.46,3.93,4.07,27.52,21.8,486.144,2.95,65.88,11.68,3.93,6.6,148.0,1.46,1.66,13.1,0.928433,1.05625,66.25,1.33,11.84,2.4796,121.8,12.36,3.85,1.35
2024-02-01,3.22,13.44,4.42601,367.0,4.52,5.481,425.4,3.45,4.56,4.13,27.36,19.781,505.216,2.93,67.08,11.56,3.9,6.54,66.5,1.42,1.8698,12.6,0.909091,1.15998,66.75,1.34,11.66,2.565,140.0,12.625,4.03,1.37
2024-02-02,3.36,12.87,4.48425,295.5,4.52,5.5602,420.0,3.49,4.6,4.13,28.16,19.509,481.408,2.8315,65.4,11.7864,4.07,6.6,82.0,1.37,1.88,12.5,0.947485,1.1175,65.5,1.2301,11.68,2.65,146.6,12.4,4.07,1.31
2024-02-05,3.4,13.185,4.60602,335.0,4.5,5.2695,390.0,3.69,5.04,3.92,27.04,19.6,458.24,2.84,65.388,11.2,3.96,6.153,77.0,1.33,1.76,12.5,0.919729,1.125,65.075,1.22,11.7,2.68,136.4,12.06,3.75,1.26
2024-02-06,3.44,13.35,4.77014,300.0,4.68,5.5035,418.2,3.76,5.4,4.09,28.0,20.8,412.032,2.82,67.188,11.2,4.13,5.844,77.5,1.4,1.99,12.6,0.89942,1.17375,65.975,1.293,12.24,2.65,147.6,11.8,3.77,1.4
2024-02-07,3.5,12.045,4.93426,266.5,4.65,5.3172,410.7,3.79,5.13,3.915,28.32,21.7,426.24,2.63,67.536,11.08,4.22,5.655,92.0,1.4,1.82,11.9,0.850484,1.2025,60.925,1.2968,12.2,2.67,139.8,11.4,3.71,1.55
2024-02-08,3.445,12.045,4.97662,220.5,4.67,5.4702,425.7,3.795,5.24,3.99,28.8,20.3,371.328,2.9599,65.4,11.76,4.22,5.7075,81.0,1.43,1.84,12.2,0.822534,1.2125,60.025,1.2582,12.29,2.565,131.6,10.67,3.66,1.78
2024-02-09,3.24,11.91,4.93426,229.0,4.73,5.2965,421.5,3.79,5.45,4.2,29.12,23.0,405.76,3.05,68.28,12.08,4.48,5.9235,80.0,1.35,2.08,12.6,0.861122,1.2625,61.625,1.1989,12.42,2.6136,126.4,11.06,3.76,1.84
2024-02-12,2.98,7.515,4.87074,245.0,4.81,6.201,424.5,3.57,5.52,4.25,28.96,24.0,415.872,3.19,67.248,13.6,4.56,5.775,97.0,1.39,2.36,12.2,0.851064,1.215,63.975,1.2,12.63,2.65,106.4,11.1,3.8,1.91
2024-02-13,3.12,7.62,4.81779,243.5,4.36,6.021,363.0,3.39,5.16,4.1,28.48,21.529,435.071,3.07,62.052,12.36,4.14,5.7,87.5,1.39,2.5,12.5,0.851064,1.19585,58.025,1.22,12.21,2.64,98.4,12.0,3.82,1.7
2024-02-14,3.44,7.425,4.9075,232.5,4.69,6.084,399.9,3.325,5.5,4.185,27.36,23.6,423.424,3.45,68.868,12.48,4.32,5.85,82.0,1.68,2.63,12.9,0.870406,1.33,60.6,1.3,12.55,2.6362,101.8,12.1,3.95,1.82
2024-02-15,3.27,7.83,4.90216,219.0,4.86,5.85,327.0,3.4,5.27,4.36,28.48,26.2,441.088,3.54,70.8,13.04,4.44,5.832,88.0,2.04,2.19,13.7,0.870406,1.28818,67.95,1.38,12.7,2.575,110.2,12.41,3.94,1.8
2024-02-16,3.13,7.26,4.87546,220.0,4.52,5.94,315.0,3.43,5.59,4.43,28.96,25.9,409.472,3.39,69.552,12.96,4.37,5.8485,84.5,1.81,2.43,13.4,0.860832,1.275,73.475,1.48,12.71,2.585,107.2,12.07,3.86,1.82
2024-02-20,3.095,7.185,4.69924,214.5,4.33,6.84,374.0,3.28,5.96,4.43,28.8,24.298,384.0,3.21,67.872,13.12,4.22,5.835,80.0,1.46,2.82,12.4,0.851063,1.36248,90.0,1.46,12.59,2.68,105.4,12.0,3.76,1.74
2024-02-21,3.01,6.345,4.43224,224.5,4.44,6.7509,332.0,3.27,5.69,4.06,28.16,23.15,380.16,3.1,68.412,13.36,4.18,5.619,79.5,1.31,2.545,13.4,0.860638,1.25,79.275,1.51,12.73,2.585,104.4,12.0,3.68,1.69
2024-02-22,2.99,6.345,4.19193,220.0,4.4,7.64929,351.0,3.26,5.54,4.05,27.68,23.3,360.96,3.09,67.08,14.16,4.12,5.685,75.995,1.48,2.49,12.5,0.870406,1.2725,71.3,1.384,12.89,2.585,112.0,12.0,3.59,1.65
2024-02-23,2.97,6.105,4.66186,218.0,4.41,7.425,338.0,3.31,5.68,3.955,26.88,23.1,448.0,3.055,69.228,14.16,4.13,5.58,70.5,1.32,2.32,12.05,0.867505,1.2135,71.675,1.3,12.91,2.5665,122.4,11.89,3.61,1.61
2024-02-26,3.0,5.985,4.54438,220.5,4.37,8.307,346.0,3.45,5.91,3.86,26.88,23.057,436.48,3.3,71.76,14.8,4.1,5.655,66.5,1.33,2.55,11.6,0.849807,1.1875,77.975,1.4071,12.82,2.575,113.6,11.97,3.61,1.63
2024-02-27,2.9,6.12,4.58176,210.0,4.42,8.6175,344.0,3.42,5.93,3.8748,27.2,23.2,403.584,3.26,74.376,14.76,4.08,6.165,68.5,1.32,2.41,12.5,0.841393,1.1525,83.775,1.41,13.74,2.58,103.6,12.38,3.7,1.68
2024-02-28,2.85,6.045,4.6405,208.5,4.38,8.775,325.0,3.43,6.14,4.1,27.04,23.2,396.8,3.43,77.76,14.24,3.91,6.075,62.25,1.34,2.4,12.001,0.836557,1.075,83.75,1.44,13.49,2.5834,101.6,12.2,3.68,1.66
2024-02-29,2.79,5.67,4.7473,215.0,4.33,9.72,343.0,3.74,6.125,4.03,26.6144,22.9,372.48,3.27,80.4,15.76,3.68,5.772,65.75,1.35,2.27,11.5,0.833752,1.1025,83.65,1.6197,13.56,2.6049,98.8,12.22,3.84,1.54
2024-03-01,2.83,6.015,4.65652,224.0,4.35,8.6238,333.0,3.69,6.8,4.3,26.24,24.0,361.088,3.19,79.08,14.48,3.47,5.91,65.0,1.34,2.2,12.7,0.797872,1.0925,84.25,1.55,12.3,2.5539,105.0,12.2,4.17,1.71
2024-03-04,2.69,6.09,4.71526,212.0,4.37,8.0118,325.0,3.71,6.35,4.29,25.76,25.5,358.528,3.59,78.0,15.12,3.75,5.715,60.0,1.33,2.01,12.4,1.02515,1.05,77.9,1.52,12.57,2.49,99.0,12.21,4.13,1.65
2024-03-05,2.6,6.78,4.26135,206.0,4.19,7.74,320.0,3.75,6.32,4.25,26.88,26.3,336.64,4.07,81.6,15.2,3.62,5.6535,59.0,1.29,2.06,12.6,0.967118,1.0,73.475,1.47,12.87,2.45,97.2,12.29,3.87,1.58
2024-03-06,2.36,5.88,4.44292,219.0,4.11,8.253,306.01,3.71,6.4,4.0922,27.52,24.8,327.808,3.72,81.6,15.36,3.85,5.835,64.5,1.37,2.11,12.6,0.928433,0.955,75.85,1.7468,12.73,2.35,84.2,12.21,3.99,1.67
2024-03-07,2.38,5.025,4.43224,212.5,4.51,7.938,316.0,3.67,6.37,4.05,28.16,25.6,333.184,4.21,80.4,15.28,3.83,5.547,64.5,1.32,2.09,12.1,0.947776,0.97,76.225,1.69,12.68,2.335,80.0,12.13,4.02,1.66
2024-03-08,2.5,4.575,4.33077,211.505,4.42,8.352,319.0,3.79,6.35,4.1999,28.8,25.0,361.344,4.2,81.528,14.8,3.86,5.7975,72.0,1.2,1.985,12.3,0.880174,0.975625,77.5,1.61,12.86,2.34,86.8,12.0,4.03,1.75
2024-03-11,2.48,4.71,4.25068,235.0,4.36,9.18,353.0,3.4,5.77,4.45,28.64,25.8,331.52,4.11,79.308,16.56,4.13,5.733,72.5,1.2,1.88,12.0,0.918279,1.02498,79.1,1.875,12.69,2.35,74.4,12.1,4.06,1.63
2024-03-12,2.5,4.365,4.09581,210.5,4.27,8.82,315.0,3.08,5.53,4.09,27.68,26.4,356.352,3.76,76.656,14.4,3.98,5.586,73.4,1.22,1.96,11.3,0.851064,0.9875,68.95,2.05,12.6,2.39,73.0,11.99,3.97,1.56
2024-03-13,2.29,4.8,3.90357,209.5,4.39,9.18,322.0,3.33,5.64,3.94,26.88,25.8,295.04,3.5,74.4,14.32,3.89,5.5875,72.0,1.22,2.08,11.25,0.82205,1.115,67.25,1.76,12.69,2.365,79.4,11.89,3.84,1.48
2024-03-14,2.2,4.47,3.84483,208.0,4.29,8.4726,310.0,3.12,5.03,4.07,26.56,24.701,281.6,3.46,76.272,13.36,3.82,5.535,71.5,1.15,2.0,11.2,0.909091,0.9625,62.875,1.7802,12.19,2.37,78.8,11.75,3.81,1.47
2024-03-15,2.21,4.125,3.89289,202.0,4.05,8.541,288.0,3.315,5.42,3.93,26.4,23.764,288.0,3.1,78.0,16.16,3.69,5.325,66.0,1.01,2.2,12.0,0.813153,0.925,66.5,1.72,12.55,2.345,100.4,11.68,3.87,1.43
2024-03-18,2.14,4.245,3.90357,204.5,4.15,8.8209,284.0,3.34,5.52,3.93,25.92,24.0,288.256,3.31,72.48,18.08,3.72,6.0,58.0,0.98,2.19,11.6,0.82205,0.9125,62.15,1.88,12.65,2.385,114.8,11.4,3.7,1.42
2024-03-19,2.2,4.2,4.01037,169.0,4.4,8.8461,288.0,3.55,5.37,3.73,25.76,23.3,271.36,3.13,79.026,17.44,3.73,5.925,57.5,0.95,2.15,11.6,0.863443,1.005,61.125,2.84,12.93,2.26,107.6,10.8,3.82,1.45
2024-03-20,2.55,4.26,3.94629,149.0,4.4,9.63,286.0,3.57,4.435,3.6756,26.384,22.4,278.912,3.25,72.0121,16.56,3.8,6.72,94.5,0.99,2.05,12.3,0.829787,1.16393,58.75,3.89,13.04,2.27,103.2,10.97,3.87,1.55
2024-03-21,2.55,4.32,4.0264,151.0,4.36,7.56,287.0,3.6,4.66,3.82,26.08,22.5,270.08,3.15,70.2121,17.1208,3.87,6.6375,80.5,1.04,2.09,11.9,0.870406,1.1472,55.45,3.26,12.87,2.3519,120.8,11.18,3.97,1.62
2024-03-22,2.52,4.17,4.04775,153.0,4.17,6.5241,265.0,3.26,4.86,3.69,26.4,22.9,274.304,2.88,74.4,17.12,3.69,6.5235,80.0,1.03,2.16,11.8,0.860735,1.04812,52.45,3.45,12.77,2.315,117.2,11.15,4.01,1.51
2024-03-25,2.4,4.23,4.06911,150.0,4.13,6.84,246.0,3.235,4.9,3.815,26.08,22.4,266.496,2.73,61.2,16.6672,3.73,6.6,70.0,1.04,1.92,11.6,0.802611,1.0925,52.5,3.39,12.74,2.235,105.0,11.22,3.98,1.57
2024-03-26,2.48,3.375,4.05843,137.0,4.02,6.57,231.0,3.18,4.69,4.1,26.56,20.1,262.4,2.7,58.8,16.28,3.71,6.453,70.0,1.06,1.95,11.2,0.752031,1.0,54.075,2.99,12.35,2.3047,112.6,11.15,3.92,1.51
2024-03-27,2.78,3.18,4.0611,135.5,4.2,6.5349,235.0,3.03,4.59,2.78,26.56,20.6,256.0,2.79,58.2,16.24,3.93,6.495,68.5,1.06,1.815,10.4,0.772244,1.00522,57.975,2.92,12.58,2.29,129.4,11.12,3.97,1.65
2024-03-28,2.66,3.15,4.05843,149.0,4.24,6.12,239.0,3.11,4.65,2.91,26.72,22.3,256.0,2.88,63.432,14.88,3.95,6.453,64.0,1.07,1.37,8.601,0.764217,1.0025,58.65,3.01,12.37,2.25,125.6,10.96,3.97,1.68
2024-04-01,2.75,3.39,3.98901,148.5,4.26,5.994,227.0,3.13,4.88,2.63,26.48,22.0,247.104,2.77,59.28,15.12,4.05,6.975,60.5,1.07,1.34,9.28,0.751451,1.0175,56.675,3.36,12.5,2.22,134.6,10.95,3.62,1.79
2024-04-02,2.63,3.285,3.96498,142.0,4.17,6.03,222.0,3.14,4.94,2.58,26.56,22.4,229.12,2.91,54.264,15.2,4.0,6.9795,63.5,1.0,1.51,9.39,0.773694,0.9625,53.3,3.78,12.41,2.15,127.6,10.95,3.71,1.76
2024-04-03,2.53,3.645,3.96231,155.5,4.2,6.2991,225.0,3.31,4.71,2.56,26.3984,22.4,222.72,2.7,58.452,15.6504,4.095,6.66,66.0,1.03,1.91,8.679,0.757834,0.9875,53.125,3.3,12.23,2.14,138.0,10.95,3.64,1.83
